?????;??? ??????;??????;???????;????;????????? ????;?????????? ??????;????? ???????;????;???? ????? ???????;??? ????????? ????;??? ???????;????? ??????;?????? ?????;?????;?????;????? ????;?????
ID 21928176;??????????;https://balashikha.cian.ru/sale/flat/308983943/;????????;16;22;2;65,0;9 900 000,00 ?;2008;;;40 ?²;10 ?²;;;25;??????????
ID 89136636;??????????;https://balashikha.cian.ru/sale/flat/306776308/;????????;1;8;4;137,6;25 000 000,00 ?;2008;;;;25 ?²;;???????? ;42;??????????
ID 112641845;??????????;https://www.cian.ru/sale/flat/302452202/;??????;9;10;1;38,3;9 700 000,00 ?;2007;;;17,9 ?²;8,7 ?²;????? ??????;???????????? ;8?2;????????? ?????
????;????? ?? ????????????;https://khimki.cian.ru/sale/flat/300525320/;?????;17;25;1;42,0;8 700 000,00 ?;2007;;;18 ?²;10 ?²;; ?????????;1;?????
??????? ????;????? ?? ????????????;https://khimki.cian.ru/sale/flat/308858902/;?????;17;25;1;42,2;8 800 000,00 ?;2007;;;17,8 ?²;10 ?²;; ???????;2;?????
Estwig-????????????;????? ?? ????????????;https://khimki.cian.ru/sale/flat/303954577/;?????;14;17;1;45,0;8 900 000,00 ?;2007;;;19 ?²;11 ?²;; 8 ?????;9;?????
????? ?????????;???????;https://khimki.cian.ru/sale/flat/303136947/;?????;11;17;1;44,7;9 700 000,00 ?;2007;;;22 ?²;10 ?²;; 8 ?????;9;?????
??????? ???????;????? ?? ????????????;https://khimki.cian.ru/sale/flat/304695982/;?????;16;25;1;42,0;11 350 000,00 ?;2007;;;18 ?²;10 ?²;; ?????????;1;?????
????????;????? ?? ????????????;https://khimki.cian.ru/sale/flat/307793280/;?????;17;25;1;42,0;9 650 000,00 ?;2007;;;20 ?²;10 ?²;; ???????;1;?????
??????? ????????;???????;https://khimki.cian.ru/sale/flat/306147363/;?????;16;25;1;41,8;10 000 000,00 ?;2007;;;24 ?²;12 ?²;; ???????;1;?????
ID 12869661;??????????;https://khimki.cian.ru/sale/flat/307934759/;?????;8;25;1;41,6;8 000 000,00 ?;2007;;;18 ?²;10 ?²;; ?????????;1;?????
????? ?????;???????;https://khimki.cian.ru/sale/flat/281761011/;?????;17;25;1;42,0;8 300 000,00 ?;2007;;;20 ?²;10 ?²;???. ????? ?????; ???????;1;
ID 35638809;???????? ?????;https://khimki.cian.ru/sale/flat/283732139/;?????;19;25;1;42,0;8 500 000,00 ?;2007;;;18 ?²;10 ?²;; ???????;1;?????
??????;????? ?? ????????????;https://khimki.cian.ru/sale/flat/305466716/;?????;20;25;1;42,1;8 600 000,00 ?;2007;;;17,8 ?²;10 ?²;; ???????;2;?????
ID 235467;???????;https://khimki.cian.ru/sale/flat/307376141/;?????;11;25;1;37,8;8 700 000,00 ?;2007;;;18 ?²;10 ?²;;????????? ;3;????????????
??????;????? ?? ????????????;https://khimki.cian.ru/sale/flat/307143284/;?????;9;25;1;41,8;8 799 000,00 ?;2007;;;21 ?²;11 ?²;;?????????? ;60;???????????
ID 74210151;??????????;https://khimki.cian.ru/sale/flat/306830314/;?????;10;25;1;42,0;8 900 000,00 ?;2007;;;24 ?²;11 ?²;; ?????????;1;?????
ID 55279720;??????????;https://khimki.cian.ru/sale/flat/301909522/;?????;25;25;1;40,0;9 000 000,00 ?;2007;;;17,8 ?²;10 ?²;;????????? ;3;????????????
????? ??????;????? ?? ????????????;https://khimki.cian.ru/sale/flat/308566855/;?????;15;23;1;42,8;9 200 000,00 ?;2007;;;;10 ?²;; ???????;9?1;?????
??????;????? ?? ????????????;https://khimki.cian.ru/sale/flat/303803150/;?????;19;25;1;43,2;9 500 000,00 ?;2007;;;16 ?²;6 ?²;;????????? ;3;????????????
????? ??????;????? ?? ????????????;https://khimki.cian.ru/sale/flat/308787678/;?????;2;17;1;38,0;9 500 000,00 ?;2007;;;;8 ?²;; ?????????;16;???????????
ID 56218628;???????? ?????;https://khimki.cian.ru/sale/flat/292366639/;?????;15;25;1;42,0;9 500 000,00 ?;2007;;;17 ?²;10,4 ?²;; ???????;2;?????
ID 93544489;???????? ?????;https://khimki.cian.ru/sale/flat/303423427/;?????;19;25;1;43,2;9 500 000,00 ?;2007;;;13 ?²;15 ?²;;????????? ;3;????????????
ID 65094;??????????;https://khimki.cian.ru/sale/flat/308715818/;?????;3;17;1;41,7;9 550 000,00 ?;2007;;;16,5 ?²;10 ?²;;???????? ??????????;16;???????????
ID 118819542;???????? ?????;https://khimki.cian.ru/sale/flat/308880802/;?????;12;17;1;38,0;6 990 000,00 ?;2007;;;19 ?²;9 ?²;; ???????????????;2;??????????????
ID 12531;???????;https://khimki.cian.ru/sale/flat/303504717/;?????;12;17;1;41,4;10 200 000,00 ?;2007;;;16,3 ?²;9,8 ?²;;???????? ??????????;16;???????????
?????? ?????????;???????;https://khimki.cian.ru/sale/flat/264066238/;?????;11;25;1;42,0;10 500 000,00 ?;2007;;;18 ?²;10 ?²;; ???????;1;?????
ID 90422050;???????? ?????;https://khimki.cian.ru/sale/flat/298107258/;?????;15;25;1;42,0;11 350 000,00 ?;2007;;;18 ?²;10 ?²;; ?????????;1;?????
ID 49315593;???????? ?????;https://khimki.cian.ru/sale/flat/297643651/;?????;19;25;1;44,8;11 500 000,00 ?;2007;;;17,8 ?²;11 ?²;; ?????????;1;?????
ID 17660354;???????? ?????;https://khimki.cian.ru/sale/flat/305247243/;?????;3;19;1;44,7;7 990 000,00 ?;2007;;;23,8 ?²;9,6 ?²;;????????? ??????;16;??????
?????? ????????;???????;https://khimki.cian.ru/sale/flat/308713376/;?????;17;19;1;38,6;7 500 000,00 ?;2007;;;20 ?²;10 ?²;;????????? ??????;16;??????
???? ???????;???????;https://khimki.cian.ru/sale/flat/307084871/;?????;9;25;1;47,0;8 499 999,00 ?;2007;;;17,8 ?²;10 ?²;;?????????? ;64;???????????
??????? ???????;???????;https://khimki.cian.ru/sale/flat/300143403/;?????;14;17;1;45,0;8 980 000,00 ?;2007;;;20 ?²;16 ?²;; 8 ?????;9;?????
??????? ???? ???-?????;????? ?? ????????????;https://khimki.cian.ru/sale/flat/308891669/;?????;17;22;1;44,0;10 300 000,00 ?;2007;;;25 ?²;12 ?²;; ???????;2;?????
ID 17173825;???????? ?????;https://khimki.cian.ru/sale/flat/284158836/;?????;8;25;5;123,4;19 700 000,00 ?;2007;;;75 ?²;11 ?²;; ?????????;1;?????
??????? ?????????;???????;https://losino-petrovskiy.cian.ru/sale/flat/308696805/;??????-??????????;9;9;1;38,1;4 850 000,00 ?;2007;;;19 ?²;12 ?²;??????-??????????; ???????;4;
ID 121665935;???????? ?????;https://losino-petrovskiy.cian.ru/sale/flat/308559076/;??????-??????????;7;14;2;88,2;10 600 000,00 ?;2007;;;43,6 ?²;14,3 ?²;;;;
ID 91779223;???????? ?????;https://luhovicy.cian.ru/sale/flat/298475403/;????????;5;11;1;49,6;5 650 000,00 ?;2007;;;18 ?²;12 ?²;????????; ??????????;120;
ID 123755751;???????? ?????;https://luhovicy.cian.ru/sale/flat/309121778/;????????;6;10;1;48,6;6 000 000,00 ?;2007;;;20,1 ?²;13,5 ?²;????????; ??????????;120;
ID 45574393;???????? ?????;https://www.cian.ru/sale/flat/225113692/;??????;5;22;1;33,7;13 900 000,00 ?;2007;;;15,5 ?²;10,5 ?²;????????-????????; ??????? ????????????;41?1;???????? ?????????
?????-????????????. ??????;????? ?? ????????????;https://www.cian.ru/sale/flat/248527153/;??????;12;17;1;38,5;9 500 000,00 ?;2007;;;20 ?²;9 ?²;???????;?????????????? ??????;17;???????
???????? ?????;???????;https://www.cian.ru/sale/flat/260599862/;??????;14;22;1;38,0;16 500 000,00 ?;2007;;;19 ?²;10 ?²;????-?????????;????????????? ;3?4;?????????? ???????
ID 225303;???????;https://www.cian.ru/sale/flat/295078576/;??????;15;24;1;40,4;10 700 000,00 ?;2007;;;19 ?²;11 ?²;??????-?????????;???????????? ;28;????????????
??????? ???? ???-?????;????? ?? ????????????;https://www.cian.ru/sale/flat/309096743/;??????;3;23;3;131,7;34 000 000,00 ?;2007;;;69,2 ?²;21 ?²;????????; ?????????;6?1;????????
????? ??????;????? ?? ????????????;https://www.cian.ru/sale/flat/309087286/;??????;6;17;3;75,0;23 500 000,00 ?;2007;;;;16 ?²;???????;??????? ?????????? ;1?1;????? ???????????
????? ??????;????? ?? ????????????;https://www.cian.ru/sale/flat/309087286/;??????;6;17;3;75,0;23 500 000,00 ?;2007;;;;16 ?²;???????;??????? ?????????? ;1?1;????????????
CENTURY 21 ???????????;????? ?? ????????????;https://www.cian.ru/sale/flat/309084891/;??????;16;17;2;108,9;40 990 000,00 ?;2007;;;50 ?²;26 ?²;?????????;???????? ;3;?????????
??? realty;????? ?? ????????????;https://www.cian.ru/sale/flat/309074764/;??????;12;17;1;37,9;13 500 000,00 ?;2007;;;18,9 ?²;7,3 ?²;????????;?????????? ???????;11;??????????
ID 64666169;???????? ?????;https://www.cian.ru/sale/flat/309102335/;??????;10;44;3;95,0;41 000 000,00 ?;2007;;;;15 ?²;???????????;??????????? ?????;16?1;???????
??????? ??????????;???????;https://vidnoye.cian.ru/sale/flat/309100503/;??????;8;18;2;65,0;12 000 000,00 ?;2007;;;39 ?²;12 ?²;; ????????;6;?????????????
????????? ?????????;???????;https://vidnoye.cian.ru/sale/flat/308639957/;??????;11;18;2;61,9;12 000 000,00 ?;2007;;;24,4 ?²;29 ?²;; ????????;4;????????
ID 12658965;???????;https://vidnoye.cian.ru/sale/flat/289814251/;??????;7;18;2;62,6;9 200 000,00 ?;2007;;;32 ?²;19 ?²;; ?????????;5;?????????????
?? ????? ?.?.;????? ?? ????????????;https://vidnoye.cian.ru/sale/flat/305575862/;??????;17;18;3;75,4;9 500 000,00 ?;2007;;;50 ?²;10 ?²;; ????????;4;????????
Vysotsky Estate;????? ?? ????????????;https://vidnoye.cian.ru/sale/flat/306903893/;??????;7;18;3;88,2;12 000 000,00 ?;2007;;;49,1 ?²;27,9 ?²;; ????????;4;????????
?????? ?????????;???????;https://kolomna.cian.ru/sale/flat/301965972/;???????;10;10;1;39,6;6 900 000,00 ?;2007;;;17,8 ?²;12,9 ?²;???. ??????;?????? ????????;3?;
??????? ????????;???????;https://chekhov.cian.ru/sale/flat/309045499/;?????;13;17;2;63,0;8 990 000,00 ?;2007;;;28 ?²;14 ?²;?????;?????????? ;84?1;
????????;????? ?? ????????????;https://podolsk.cian.ru/sale/flat/306482793/;????????;8;14;1;38,4;6 700 000,00 ?;2007;;;21 ?²;8 ?²;;????????? ;12;??????????
????? ???? ? ???????;????? ?? ????????????;https://reutov.cian.ru/sale/flat/301544939/;??????;25;25;2;53,0;10 620 000,00 ?;2007;;;30 ?²;11,8 ?²;;????????? ;4?1;??????
????????? ???????;???????;https://reutov.cian.ru/sale/flat/302035266/;??????;3;25;3;80,2;18 900 000,00 ?;2007;;;51 ?²;10 ?²;;????????? ;4?1;??????
?????? ?????????;????? ?? ????????????;https://yegoryevsk.cian.ru/sale/flat/303961695/;?????????;4;9;3;83,6;10 500 000,00 ?;2007;;;68,4 ?²;10 ?²;;;;
????????;????? ?? ????????????;https://stupino.cian.ru/sale/flat/299042427/;???????;5;5;2;72,0;11 300 000,00 ?;2007;;;32,7 ?²;19,3 ?²;???????; ????????;24??2;
?????????;????? ?? ????????????;https://shatura.cian.ru/sale/flat/304730745/;??????;1;10;3;90,7;10 432 800,00 ?;2007;;;59,2 ?²;13,3 ?²;??????;????????????? ;10;
??????;????? ?? ????????????;https://shatura.cian.ru/sale/flat/304919573/;??????;1;10;1;46,6;4 100 000,00 ?;2007;;;18 ?²;17 ?²;??????;????????????? ;10;
SHOW ME;????? ?? ????????????;https://www.cian.ru/sale/flat/293126875/;??????;21;23;4;244,1;78 000 000,00 ?;2007;;;;;???????????; ????????????;2;????
Homeapp;????? ?? ????????????;https://www.cian.ru/sale/flat/307427534/;??????;6;8;4;116,1;37 990 000,00 ?;2007;;;67,1 ?²;11 ?²;???????;????????-????????? ;14;???????????
NF Group - ex-Knight Frank;????? ?? ????????????;https://www.cian.ru/sale/flat/300891173/;??????;34;57;4;180,0;202 939 590,00 ?;2007;;;;15 ?²;???????????;?????????? ????????;3;????????
NF Group - ex-Knight Frank;????? ?? ????????????;https://www.cian.ru/sale/flat/300891170/;??????;34;57;4;180,0;202 939 590,00 ?;2007;;;;15 ?²;???????????;?????????? ????????;3;????????
ID 182291;????? ?? ????????????;https://www.cian.ru/sale/flat/306570472/;??????;7;22;4;140,0;92 000 000,00 ?;2007;;;70 ?²;15 ?²;???????????;?????????? ??????;16?2;??????-????
??????? ? ????????;????? ?? ????????????;https://www.cian.ru/sale/flat/299637836/;??????;24;25;4;224,3;125 000 000,00 ?;2007;;;;;?????????; ??????;8;?????????
?????;????? ?? ????????????;https://podolsk.cian.ru/sale/flat/307891679/;????????;9;22;5;141,5;32 000 000,00 ?;2007;;;71,8 ?²;28,5 ?²;;????????????? ;17;????????
ID 17553283;??????????;https://dmitrov.cian.ru/sale/flat/293988775/;???????;2;17;1;36,4;4 300 000,00 ?;2007;;;;10,4 ?²;???????; ????????;4;
????-????;????? ?? ????????????;https://solnechnogorsk.cian.ru/sale/flat/306910246/;?????????????;11;17;1;43,9;6 400 000,00 ?;2007;;;25 ?²;8 ?²;;;;
????? ????????;???????;https://shchyolkovo.cian.ru/sale/flat/306423382/;???????;12;14;5;144,2;27 000 000,00 ?;2007;;;81,1 ?²;13,2 ?²;???????; ??????????;3;
???????? ????????;???????;https://lyubertsy.cian.ru/sale/flat/301386617/;???????;18;19;5;150,0;19 900 000,00 ?;2007;;;100 ?²;12 ?²;; 3-? ???????? ?????????;42;??????????
??????? ??????;???????;https://krasnogorsk.cian.ru/sale/flat/308123954/;???????????;2;6;5;142,0;25 000 000,00 ?;2007;;;76 ?²;18 ?²;?. ???????; ?????????? ??????????;4?2;
??????? ????????;????? ?? ????????????;https://krasnogorsk.cian.ru/sale/flat/306526084/;???????????;4;6;5;142,0;26 000 000,00 ?;2007;;;75,7 ?²;15,2 ?²;?. ???????; ?????????? ??????????;4?2;
?????;????? ?? ????????????;https://podolsk.cian.ru/sale/flat/302487806/;????????;2;8;5;173,4;24 490 000,00 ?;2007;;;106,5 ?²;19,5 ?²;;????????? ;41/5;????????
ID 13361838;???????;https://krasnogorsk.cian.ru/sale/flat/307343837/;???????????;12;18;5;152,0;29 900 000,00 ?;2007;;;;15 ?²;;????????? ;32;???????
????????? ??????;????? ?? ????????????;https://solnechnogorsk.cian.ru/sale/flat/308284752/;?????????????;10;10;1;40,7;5 500 000,00 ?;2007;;;19 ?²;9 ?²;?????????????; ????????????;30;
Homeapp;????? ?? ????????????;https://krasnogorsk.cian.ru/sale/flat/308708712/;???????????;9;17;1;47,9;7 790 000,00 ?;2007;;;19,7 ?²;12,6 ?²;;????????? ;32;???????
ID 85532136;???????? ?????;https://kotelniki.cian.ru/sale/flat/303413356/;??????????;12;17;1;39,8;8 300 000,00 ?;2007;;;20 ?²;;; ???????????;19;??????????
?????? ??????;????? ?? ????????????;https://istra.cian.ru/sale/flat/305577761/;?????;12;13;4;103,0;14 000 000,00 ?;2007;;;76 ?²;17 ?²;; 25 ??? ???????;9;????????
????????? ????????;???????;https://lobnya.cian.ru/sale/flat/308206021/;?????;8;9;1;52,4;8 950 000,00 ?;2007;;;18 ?²;13,6 ?²;; ??????;23?10;?????
????????? ?????;???????;https://lobnya.cian.ru/sale/flat/303584472/;?????;3;16;1;37,0;6 200 000,00 ?;2007;;;19 ?²;9 ?²;;?????????????? ;9;?????
????;????? ?? ????????????;https://lobnya.cian.ru/sale/flat/307402016/;?????;3;16;1;35,6;5 700 000,00 ?;2007;;;18 ?²;8 ?²;;?????????????? ;7;?????
ID 18064610;???????;https://lobnya.cian.ru/sale/flat/307539059/;?????;6;16;1;35,7;6 100 000,00 ?;2007;;;18,4 ?²;8 ?²;;?????????????? ;9;?????
ID 83764;???????;https://lobnya.cian.ru/sale/flat/300603462/;?????;15;16;1;38,3;6 400 000,00 ?;2007;;;18,2 ?²;8 ?²;;?????????????? ;7;?????
???;????? ?? ????????????;https://lobnya.cian.ru/sale/flat/305572599/;?????;7;7;2;80,2;13 500 000,00 ?;2007;;;30,5 ?²;19,9 ?²;;????????? ;8?7;?????
ID 102807119;???????? ?????;https://lobnya.cian.ru/sale/flat/287078403/;?????;5;14;2;83,0;12 100 000,00 ?;2007;;;40 ?²;14,4 ?²;; ???????????;3?;?????
?????????;????? ?? ????????????;https://dmitrov.cian.ru/sale/flat/303423061/;???????;3;15;2;66,8;8 500 000,00 ?;2007;;;32,2 ?²;12,5 ?²;; ??????????? ?.?. ?????????;3;?????????
?.????;????? ?? ????????????;https://dmitrov.cian.ru/sale/flat/293359841/;???????;6;9;3;85,0;9 700 000,00 ?;2007;;;47 ?²;10 ?²;???????;????????? ;6;
????? ??????????;???????;https://dmitrov.cian.ru/sale/flat/297515076/;???????;8;9;1;35,3;5 350 000,00 ?;2007;;;17,3 ?²;10 ?²;???????;????????? ;6;
ID 87429146;???????? ?????;https://dubna.cian.ru/sale/flat/307163774/;?????;18;18;2;70,3;16 500 000,00 ?;2007;;;;12 ?²;?????; ??????????;6;
RealLife;????? ?? ????????????;https://domodedovo.cian.ru/sale/flat/308553339/;??????????;4;17;1;40,2;6 650 000,00 ?;2007;;;22 ?²;9 ?²;; ????????;4;????????
??????? ???????;???????;https://odintsovo.cian.ru/sale/flat/302713546/;????????;17;26;4;101,3;20 000 000,00 ?;2007;;;60 ?²;25 ?²;; ??????? ??????;11?;????????
???????? ????????;???????;https://khimki.cian.ru/sale/flat/306085812/;?????;14;25;3;79,0;13 500 000,00 ?;2007;;;;11 ?²;;?????? ??????????;6.0;???????????
???? ??????;???????;https://dubna.cian.ru/sale/flat/302505430/;?????;1;9;2;59,4;11 400 000,00 ?;2007;;;34,8 ?²;10,6 ?²;?????; ?????????;23;
??????;????? ?? ????????????;https://dubna.cian.ru/sale/flat/300511903/;?????;10;13;1;41,5;8 790 000,00 ?;2007;;;18,6 ?²;11,9 ?²;?????; ???????;3?;
ID 101459045;???????? ?????;https://podolsk.cian.ru/sale/flat/306398121/;????????;5;14;4;119,0;18 000 000,00 ?;2007;;;74,8 ?²;11,2 ?²;;????????? ;12;??????????
ID 73008483;??????????;https://dubna.cian.ru/sale/flat/306416164/;?????;10;14;2;53,4;12 200 000,00 ?;2007;;;33 ?²;8,1 ?²;?????;??????????? ;22;
ID 73772122;??????????;https://dubna.cian.ru/sale/flat/306439972/;?????;9;10;2;67,1;14 200 000,00 ?;2007;;;45 ?²;12 ?²;?????; ???????;3?;
ID 87429146;???????? ?????;https://dubna.cian.ru/sale/flat/307163774/;?????;18;18;2;70,3;16 500 000,00 ?;2007;;;;12 ?²;?????; ??????????;6.0;
ID 9810394;??????????;https://khimki.cian.ru/sale/flat/307199066/;?????;6;25;4;98,0;15 000 000,00 ?;2007;;;60 ?²;11 ?²;; ?????????;1;?????
NIKA ESTATE;????? ?? ????????????;https://www.cian.ru/sale/flat/258783641/;??????;7;8;5;457,5;867 754 799,00 ?;2007;;;300 ?²;32 ?²;????????;???????? ??????;19;????????
?????? ??????????;???????;https://www.cian.ru/sale/flat/284663922/;??????;31;35;5;163,3;70 000 000,00 ?;2007;;;;;??????????; ?????????? ?????;33?1;??????????
???????????;????? ?? ????????????;https://www.cian.ru/sale/flat/305873996/;??????;19;25;5;197,5;98 950 000,00 ?;2007;;;112 ?²;17 ?²;???????-???????????;?????????????? ;12?4;???????????
??????;????? ?? ????????????;https://www.cian.ru/sale/flat/308994946/;??????;33;33;5;486,4;124 900 000,00 ?;2007;;;216 ?²;20 ?²;?????????-????????;???????? ???????????;94?2;?????????
??????? ???????;????? ?? ????????????;https://www.cian.ru/sale/flat/307497081/;??????;18;23;5;230,1;125 000 000,00 ?;2007;;;130 ?²;21 ?²;???????????; ????????????;2;????
???? ????????;???????;https://www.cian.ru/sale/flat/300442353/;??????;13;22;5;290,0;139 000 000,00 ?;2007;;;115 ?²;21 ?²;???????????;?????????? ??????;16?2;??????-????
CapitalEstate;????? ?? ????????????;https://www.cian.ru/sale/flat/300029208/;??????;4;10;5;412,0;316 720 550,00 ?;2007;;;200 ?²;31 ?²;?????????;??????????????? ????????;11;????????
Penny Lane Moscow;????? ?? ????????????;https://www.cian.ru/sale/flat/306061489/;??????;5;8;5;200,0;130 000 000,00 ?;2007;;;120 ?²;30 ?²;????????;?????????? ????????;3;??????????????
Soul Estate;????? ?? ????????????;https://www.cian.ru/sale/flat/302300888/;??????;5;8;5;199,0;130 000 000,00 ?;2007;;;;50 ?²;????????;?????????? ????????;3;??????????????
NF Group - ex-Knight Frank;????? ?? ????????????;https://www.cian.ru/sale/flat/294650800/;??????;9;57;3;158,0;212 501 960,00 ?;2007;;;;25 ?²;???????????;?????????? ????????;3;????????
Homeapp;????? ?? ????????????;https://www.cian.ru/sale/flat/307588324/;??????;11;22;3;98,6;29 000 000,00 ?;2007;;;63,6 ?²;17,2 ?²;????????????;????????????? ?????;130?3;???????????
??? ??????;????? ?? ????????????;https://balashikha.cian.ru/sale/flat/304384217/;????????;14;17;1;45,3;7 349 000,00 ?;2007;;;21,9 ?²;10,9 ?²;; ????????????;26;??????
NF Group - ex-Knight Frank;????? ?? ????????????;https://www.cian.ru/sale/flat/300891173/;??????;34;57;4;180,0;201 794 039,00 ?;2007;;;;15 ?²;???????????;?????????? ????????;3;????????
ID 108796226;???????? ?????;https://kolomna.cian.ru/sale/flat/305548498/;???????;4;10;1;37,5;4 880 000,00 ?;2007;;;17,2 ?²;12 ?²;???. ????????; ??????? ????;2?;
??????? ???? ??????;????? ?? ????????????;https://lobnya.cian.ru/sale/flat/308002117/;?????;15;16;1;37,5;6 300 000,00 ?;2007;;;18 ?²;8 ?²;;?????????????? ;7;?????
NF Group - ex-Knight Frank;????? ?? ????????????;https://www.cian.ru/sale/flat/305062314/;??????;18;18;5;206,5;120 000 000,00 ?;2007;;;;20 ?²;????????????;???????????? ????????;6;????????????
NIKA ESTATE;????? ?? ????????????;https://www.cian.ru/sale/flat/302348608/;??????;26;31;5;247,0;335 362 475,00 ?;2007;;;140,9 ?²;28 ?²;???????-???????????;????????? ;1?1;?????????
NF Group - ex-Knight Frank;????? ?? ????????????;https://www.cian.ru/sale/flat/297850548/;??????;45;57;5;633,0;218 000 000,00 ?;2007;;;;20 ?²;???????????;?????????? ????????;3;????????
One Life;????? ?? ????????????;https://www.cian.ru/sale/flat/303646982/;??????;7;9;5;243,8;135 000 000,00 ?;2007;;;162,4 ?²;21,1 ?²;???????-???????????;?????????????? ;12?2;???????????
???????;????? ?? ????????????;https://www.cian.ru/sale/flat/304863681/;??????;19;33;5;173,9;60 000 000,00 ?;2007;;;84,7 ?²;33 ?²;?????????-????????;???????? ???????????;105?4;???-????????
??????? ?????????;???????;https://podolsk.cian.ru/sale/flat/307826611/;????????;6;17;1;42,5;8 350 000,00 ?;2007;;;20,5 ?²;9,5 ?²;; ?????????;32?1;????????
GRAND ESTATE - ??????????? ????????????;????? ?? ????????????;https://www.cian.ru/sale/flat/300539737/;??????;2;3;3;150,1;72 000 000,00 ?;2007;;;120 ?²;20 ?²;?????????;??????? ???????? ????????;18;?????????
